stratum_bmv2 -device_id=1 -chassis_config_file=/tmp/leaf6/chassis-config.txt -forwarding_pipeline_configs_file=/tmp/leaf6/pipe.txt -persistent_config_dir=/tmp/leaf6 -initial_pipeline=/root/dummy.json -cpu_port=255 -external_stratum_urls=0.0.0.0:50006 -local_stratum_url=localhost:45867 -max_num_controllers_per_node=10 -write_req_log_file=/tmp/leaf6/write-reqs.txt -logtosyslog=false -logtostderr=true -bmv2_log_level=warn

--------------------------------------------------------------------------------

E0323 10:02:49.565794   105 main.cc:121] Starting bmv2 simple_switch and waiting for P4 pipeline
W0323 10:02:49.613247   105 credentials_manager.cc:45] Using insecure server credentials
I0323 10:02:49.623904   105 timer_daemon.cc:90] The timer daemon has been started.
I0323 10:02:49.624043   105 hal.cc:128] Setting up HAL in COLDBOOT mode...
I0323 10:02:49.632470   105 config_monitoring_service.cc:90] Pushing the saved chassis config read from /tmp/leaf6/chassis-config.txt...
I0323 10:02:49.678289   105 bmv2_chassis_manager.cc:476] Registered port status callbacks successfully for node 1.
I0323 10:02:49.678356   105 bmv2_chassis_manager.cc:61] Adding port 1 to node 1
I0323 10:02:49.751888   105 bmv2_chassis_manager.cc:61] Adding port 2 to node 1
I0323 10:02:49.815105   105 bmv2_chassis_manager.cc:61] Adding port 3 to node 1
I0323 10:02:49.862013   201 bmv2_chassis_manager.cc:409] State of port 1 in node 1: UP.
I0323 10:02:49.862120   201 bmv2_chassis_manager.cc:409] State of port 2 in node 1: UP.
I0323 10:02:49.884354   105 p4_service.cc:119] Pushing the saved forwarding pipeline configs read from /tmp/leaf6/pipe.txt...
E0323 10:02:49.884395   105 utils.cc:109] StratumErrorSpace::ERR_FILE_NOT_FOUND: /tmp/leaf6/pipe.txt not found.
E0323 10:02:49.889873   105 utils.cc:65] Return Error: ReadFileToString(filename, &text) failed with StratumErrorSpace::ERR_FILE_NOT_FOUND: /tmp/leaf6/pipe.txt not found.
W0323 10:02:49.889889   105 p4_service.cc:128] No saved forwarding pipeline config found at /tmp/leaf6/pipe.txt. This is normal when the switch is just installed and no master controller is connected yet.
E0323 10:02:49.891067649     105 server_chttp2.cc:40]        {"created":"@1616493769.891025156","description":"Only 1 addresses added out of total 2 resolved","file":"external/com_github_grpc_grpc/src/core/ext/transport/chttp2/server/chttp2_server.cc","file_line":406,"referenced_errors":[{"created":"@1616493769.891022149","description":"Address family not supported by protocol","errno":97,"file":"external/com_github_grpc_grpc/src/core/lib/iomgr/socket_utils_common_posix.cc","file_line":420,"os_error":"Address family not supported by protocol","syscall":"socket","target_address":"[::1]:45867"}]}
E0323 10:02:49.891362   105 hal.cc:223] Stratum external facing services are listening to 0.0.0.0:50006, localhost:45867...
I0323 10:02:50.015311   201 bmv2_chassis_manager.cc:409] State of port 3 in node 1: UP.
I0323 10:04:30.017554   222 p4_service.cc:696] Controller (connection_id: 1, election_id: 20, uri: ipv4:172.18.0.3:53122) is connected as MASTER for node (aka device) with ID 1.
