stratum_bmv2 -device_id=1 -chassis_config_file=/tmp/leaf5/chassis-config.txt -forwarding_pipeline_configs_file=/tmp/leaf5/pipe.txt -persistent_config_dir=/tmp/leaf5 -initial_pipeline=/root/dummy.json -cpu_port=255 -external_stratum_urls=0.0.0.0:50005 -local_stratum_url=localhost:52808 -max_num_controllers_per_node=10 -write_req_log_file=/tmp/leaf5/write-reqs.txt -logtosyslog=false -logtostderr=true -bmv2_log_level=warn

--------------------------------------------------------------------------------

E0323 10:02:49.567579   103 main.cc:121] Starting bmv2 simple_switch and waiting for P4 pipeline
W0323 10:02:49.613428   103 credentials_manager.cc:45] Using insecure server credentials
I0323 10:02:49.629078   103 timer_daemon.cc:90] The timer daemon has been started.
I0323 10:02:49.629195   103 hal.cc:128] Setting up HAL in COLDBOOT mode...
I0323 10:02:49.648955   103 config_monitoring_service.cc:90] Pushing the saved chassis config read from /tmp/leaf5/chassis-config.txt...
I0323 10:02:49.680507   103 bmv2_chassis_manager.cc:476] Registered port status callbacks successfully for node 1.
I0323 10:02:49.680555   103 bmv2_chassis_manager.cc:61] Adding port 1 to node 1
I0323 10:02:49.749892   103 bmv2_chassis_manager.cc:61] Adding port 2 to node 1
I0323 10:02:49.805199   103 bmv2_chassis_manager.cc:61] Adding port 3 to node 1
I0323 10:02:49.853507   202 bmv2_chassis_manager.cc:409] State of port 1 in node 1: UP.
I0323 10:02:49.853611   202 bmv2_chassis_manager.cc:409] State of port 2 in node 1: UP.
I0323 10:02:49.869297   103 p4_service.cc:119] Pushing the saved forwarding pipeline configs read from /tmp/leaf5/pipe.txt...
E0323 10:02:49.869349   103 utils.cc:109] StratumErrorSpace::ERR_FILE_NOT_FOUND: /tmp/leaf5/pipe.txt not found.
E0323 10:02:49.869558   103 utils.cc:65] Return Error: ReadFileToString(filename, &text) failed with StratumErrorSpace::ERR_FILE_NOT_FOUND: /tmp/leaf5/pipe.txt not found.
W0323 10:02:49.869567   103 p4_service.cc:128] No saved forwarding pipeline config found at /tmp/leaf5/pipe.txt. This is normal when the switch is just installed and no master controller is connected yet.
